,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
1103,Jackie,United Kingdom,Twin Guest Room,1 night ·  May 2019,Family,Reviewed: 18 May 2019,I was very impressed with the hotel it is the best one I have started in,I liked the hotel they were very friendy always made us welcome I wil be useing it again,I liked it all,5.0
1104,Tracey,United Kingdom,Double Guest Room,1 night ·  May 2019,Couple,Reviewed: 15 May 2019,Was ok,Room was nice and breakfast was lovely,"Noise outside of room kept me awake all night not sure what it was , worse night sleep I have ever had , told reception next morning they said they would make a note of it ???? Really , a note ???",6.7
1105,Shagun,India,Double Guest Room,2 nights ·  May 2019,Solo traveller,Reviewed: 9 May 2019,Okay,breakfast,bed sheets were not clean and stinky,5.8
1106,Solo,Hong Kong,Double Guest Room,3 nights ·  May 2019,Solo traveller,Reviewed: 3 May 2019,Disappointing,DLR trains running right next room windows. Noise and vibration as trains passing by.,Not Available,4.6
1107,Jayne,United Kingdom,Double Guest Room,1 night ·  April 2019,Couple,Reviewed: 2 May 2019,over all we had a lovely stay,the staff were friendly and helpful,the bar area could have been a little more appealing in terms of its decor,6.7
1108,Mesbah,United Kingdom,Double Guest Room,1 night ·  April 2019,Family,Reviewed: 29 April 2019,May be the upper floors are quite and pleasantly.,Location was good.,There is train line adjacent. The night was noisy.,6.7
1109,Robert,United Kingdom,Family Room with Double Bed,1 night ·  April 2019,Family,Reviewed: 29 April 2019,Okay,"Good location, clean",Uncomfortable beds,5.8
1110,Michael,United Kingdom,Twin Guest Room,2 nights ·  April 2019,Family,Not Available,Not Available,This review has been hidden because it doesn't meet our guidelines.,Not Available,Not Available
1111,Leonard,United Kingdom,Double Guest Room,2 nights ·  April 2019,Solo traveller,Reviewed: 14 April 2019,Pleasant,When you ask for upgrade as a Hilton silver member you are treated like a leper as if you should not ask.,The fact that the staffs are too money driven rather than customer focus.,6.2
1112,Louis,United Kingdom,Double Deluxe Room,1 night ·  April 2019,Couple,Reviewed: 8 April 2019,Pleasant,The breakfast,"The staff tried to charge me £240 on arrival thinking I was someone else after 3 times saying I wasn’t this person. Had to show an email. Then £30 mini bar bill, which we hadn’t touched.",6.7
1113,Lucylu17,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 4 April 2019,"Hotel good, staff not so much.",Very short stay and no more than 2 hours spend there awake but the room was as expected.,"We stayed whilst attending a gig at the o2. We checked in at 3, got into the room at 3.15 and went out at 4. In the 45 mins we had to get showered and changed, we had a member of staff come to our room and spend about 7 mins checking the use by dates on items in the mini fridge. We had a check out time of mid day, whjcj is why we booked this hotel, as we were gojng tk be out until the early hours. We were woken up by house keeping at 9.30 banging on the door to clean the room. We had not put the do not disturb sign on the door but you do not expect to be disturbed on checkout morning.",6.7
1114,Sarah,United Kingdom,Double Guest Room,1 night ·  March 2019,Couple,Reviewed: 2 April 2019,Double billed - disappointing as this was through not fault but a massive issue was a treat,The rooms were huge and clean loved the touch that housekeeping left. Food was amazing and wasn’t rushed. Staff at the bar / restaurant were really good and the check in was smooth,Was charged twice and still awaiting a response From the hotel. This ruined the experience especially as was charged at check in and when told the amount at check out I mentioned that I had been charged already for the room and was just the extras the member of staff did not acknowledge and proceed to debit my card resulting in two amounts being deducted,6.7
1115,Adam,Switzerland,Double Guest Room,1 night ·  March 2019,Solo traveller,Reviewed: 2 April 2019,Okay,Personal am check out,Not Available,5.8
1116,Vxiiiabz,United Kingdom,Double Deluxe Room,1 night ·  March 2019,Group,Reviewed: 1 April 2019,Very poor,Nothing,Cancelling was rejected,2.5
1117,Brett,United Kingdom,Double Guest Room,2 nights ·  March 2019,Group,Reviewed: 21 March 2019,Pleasant,"Location fantastic,","More staff on night drinks as bar service was awful as the UFC was on should been more staff to serve 
Staff weren't great dealing with requests .facilities were ok thought would been nicer for where it was.",6.7
1118,Tim,United Kingdom,King Executive Room with Lounge Access,2 nights ·  February 2019,Couple,Reviewed: 25 February 2019,"over £500 incuding parking, food etc, expensive for a 2 night stay","The staff were helpful, the room was a good size with clean bathroom, the excutive lounge was very nice and a good selection of food and drink.","I had asked for cava and flowers in the room, the cava was missing and didn't get it until later in the evening, the rose petals on the bed was a nice touch, but had to ask the following afternoon to get the room serviced.On the first day of our stay we had breakfast in the hotel and the food was cold, I took a pot of tea to my table to 'brew' and then went off to get some food on my return my tea had been removed as was my cutlery I then went to find someone to get the cutlery and on my return my food had been removed!!!on our second day we eat in the excutive lounge.We had an evening meal the ox cheek was like leather and when I sent it back I was informed that the animal must have been 'stressed' when it was killed",6.0
1119,Reece,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 24 February 2019,Very average.,Breakfast was okay.,Staff at dinner were rude sit down was 7:30 didnt sit down until 7:45. For starters I was given 3 prawns.,5.4
1120,Lavinia,Romania,Double Guest Room,2 nights ·  February 2019,Couple,Reviewed: 20 February 2019,Good,"Comfy beds, good breakfast","Didn t give me the wifi password, they extra charged me for a plus 1 bottle wine from the minibar I did not drink.",7.1
1121,Dean,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 17 February 2019,Satisfactory,Close to DLR Stations.Close to all of the Canary Wharf restaurants.,"Need more TV Channels, SKY Sports etc. Not enough car park spaces. View from the room was poor,",7.1
1122,Bina,United Arab Emirates,Double Guest Room,3 nights ·  February 2019,Solo traveller,Reviewed: 11 February 2019,Pleasant,Housekeeping and concierge was good as well as breakfast,"Reception staff could have been more smiling, friendly and helpful; I had misplaced my glasses and I had to repeat myself at least 4 times to different teams at the reception before some action was taken and I got back my glasses.",6.7
1123,Martin,United Kingdom,Double Guest Room,2 nights ·  February 2019,Couple,Reviewed: 4 February 2019,No windows in room so had to go out a lot more than attisspated,Location was ideal for us both,No windows in room,6.7
1124,Shadi,Israel,Family Room with Double Bed,3 nights ·  February 2019,Family,Reviewed: 4 February 2019,Pleasant,Child friendly,"The breakfast (personal opinion), a bit exoensive for the season.",6.2
1125,Johnno,United Kingdom,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 30 January 2019,Ordinary experience - parking facilities unacceptable,Bed was fine,Parking with NCP was distant and more expensive than indicated,6.2
1126,Alice,United Kingdom,Double Guest Room,1 night ·  January 2019,Group,Reviewed: 30 January 2019,Pleasant,"Comfy pillows, lovely sized room.
Food was fantastic",Bed was quite hard,6.7
1127,Seh,Malaysia,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 15 January 2019,Decent hotel but not worth the price,The overall room was nice but a little bit old.,"The clicking sound of the light on the bed head, pricey for what it is and a terrible breakfast selection.",7.1
1128,Marcia,United Kingdom,Double Guest Room,3 nights ·  December 2018,Couple,Reviewed: 12 January 2019,(Bath)Room for improvement.,The buffet style breakfast was very good value for money.,"There was a leak in the bathroom: the shower door on tub was leaking quite badly onto the floor creating a pool of water. I notified hotel staff who 'fixed it' but it wasn't fixed. The next day the problem continued and still not fixed. They deducted the one breakfast and dinner at check out (total of £60 - half of nightly rate) when I complained for a third time rather than 1) changing the room when there were rooms available, or 2) deducting a day's stay in compensation for their failure to address the problem and meet the guests' needs, or 3) giving a complimentary night stay in the future. The cleanliness and room service was excellent - no complaint there. However, for such high star hotel, I was very disappointed with the way I was treated and how they dealt with (i.e. ignored) a very serious problem.",6.2
1129,Yasin,United Kingdom,Twin Guest Room,1 night ·  January 2019,Couple,Reviewed: 2 January 2019,Poor,"Couldn’t sleep all night because of pets next door and didn’t pre warn us that there would be pets living in the next room, I went down to speak to one of the staff members and they said they would send someone up to check but no one turned, the over all service was really bad and unfortunately it would take a lot for me to book this hotel again and I would not recommend it to anyone",Not Available,3.3
1130,Sarah,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 29 December 2018,Average,"it was fine. 
one shelf in the fridge for our use","used glass of water left in the room by the mini bar
Bathroom is tired
ice machine on our floor was out of order",5.4
1131,Kim,Norway,Family Room with Double Bed,4 nights ·  December 2018,Family,Reviewed: 29 December 2018,Good,The beds were awfully hard,Not Available,7.1
1132,Hollie,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 26 December 2018,Good,Was nice a clean,I got food poison from they,7.1
1133,Parminder,India,Family Room with Double Bed,1 night ·  December 2018,Family,Reviewed: 17 December 2018,Not happy,"No vegan option for breakfast of lunch 
The room was freezing",Not Available,5.4
1134,Jane,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 16 December 2018,Pleasant,Room was comfortable..breakfast was average,Hotel not signposted well at all so was hard to find initially..receptionist was not friendly. For the price i expected slippers & dressing gowns,6.2
1135,Jay,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Couple,Reviewed: 13 December 2018,Pleasant,Was a good size room and nice hotel despite the money side of things was happy with it,I payed 170 pound by card for my room on the day and they've held a further 170 pound which I still haven't had back almost a week later which is a bit of a joke considering I left the room exactly how I found it and weren't informed that's going to happen.,6.7
1136,Rebecca,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 10 December 2018,Okay,Location and cleanliness,"Room was very cold on our second night. 
Shower just dribbled. No force in it.
Staff on the front desk were incredibly rude and dismissive.",5.8
1137,Joseph,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 6 December 2018,Pleasant,They were ok.,"Non applicable
. the",6.2
1138,Cornwallclive,United Kingdom,Double Guest Room,2 nights ·  December 2018,Group,Reviewed: 4 December 2018,Disappointed,"I booked this hotel as I was assured I would be able to park my car there. But on arriving at the hotel was told it was full and told to park a 20 minute walk away in a very expensive NCP.
Not only did this make me late for my meeting but very angry too.",Given disabled room too which was not too my liking.,6.2
1139,James,United Kingdom,Double Deluxe Room,3 nights ·  November 2018,Couple,Reviewed: 29 November 2018,Passable,The Location. Very close to Canary Wharf centre.,"The room was only serviced once in 3days, and we had to ask for that to be carried out. Due to a ""Computer Breakdown"" we could not pay on checkout. Subsequently we were billed 3TIMES the ORIGINAL PRICE !!! for our stay. This resulted in a lot of unnecessary hassle in order to correct the situation. Not a good ending to a trip may I add !!!",5.4
1140,Delia,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 12 November 2018,Pleasant,"The breakfast was good and all of the staff who we meet were friendly and attentive to our needs,","The parking was an important factor in our choice of hotel, and this was a nightmare. With the size of the hotel, and only having 25 spaces, you would have to be very lucky to get a space at the property. Having therefore to trek about 10/15 mins down the road and find public parking under a roundabout is less than idea. I think it's misleading therefore to advertise you have parking when in reality you don't",6.7
1141,Michelle,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 6 November 2018,Basic for a Hilton,Clean rooms and welcoming staff at reception,"Beds are VERY hard!!!!! 
Waited a long time at breakfast for tea and coffee to be brought over, considering how much you pay for breakfast I think this service was very poor",5.8
1142,Rosheen,United Kingdom,Double Guest Room,1 night ·  November 2018,Group,Reviewed: 6 November 2018,Not to return,The location,"Staff were rude, room dirty with stains and meal was 45 minutes late ...",4.6
1143,Sue,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 5 November 2018,Not great by any means !,Bathroom had strong drains odours ! Told reception however still bad on return and overnite. Didnt stay for breakfast got food elsewhere. In addition on return around 11.30pm no seating in the bar hardly any staff and large queue ! Fortunately rest of weekend great.,Not Available,4.2
1144,Ian,United Kingdom,Double Guest Room,2 nights ·  November 2018,Couple,Reviewed: 5 November 2018,Not to happy as the Hotel offered much but did not deliver expected service,The towels were clean,"1. Room was next to subway tracks and the noise kept us awake at nights and early morning 
2. The breakfast consisted of cold tomato, cold hash browns and cold scrambled eggs, boiled bacon...!!!
3. We cancelled breakfast on our second day and I was still charged.
4. The dining staff were in a rush and attempted to get us to leave after our choice of cereal.
5. Poor hotel signage, took us several attempts and a phone call to find the place...!!!",5.4
1145,Marc,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 31 October 2018,"Not bad, but disappointed about the extra charges","the bed was comffortable, the room was a good size and the location was great.","Charging for wifi extortionate, charging for water in the room too high, and the bathroom was not cleaned properly",7.1
1146,Lorrayne,United Kingdom,Double Guest Room,1 night ·  October 2018,Group,Reviewed: 29 October 2018,Good,"I met three staff there - two receptionists and one barman. One of the receptionists was lovely, so was the barman. HOWEVER, the receptionist that checked me in was clearly having a bad day. She wasn't directly rude but she there was no warmth from her whatsoever. I tried to be polite and made a couple of chatty comments during check in - she barely managed to look up, no smile, nothing. Hilton - Don't put people who are in a bad mood on reception - it was highlighted even more by the loveliness of the other receptionist who was probably over compensating for her grumpy colleague.",Not Available,7.1
1147,Kerry,United Kingdom,Twin Guest Room,1 night ·  October 2018,Group,Reviewed: 26 October 2018,"Generally good but non working shower ruined stay a bit, but it was reported before we left","Staff, location, breakfast all good and bed very comfortable","Shower not working properly, was filthy and water temperature couldn’t be controlled and was far too hot. We only realised this just before going out for the evening and did not have time to report it and as we were only staying the 1 night didn’t want the bother of changing rooms when we got back as it was late",7.1
1148,Ziyad,Saudi Arabia,King Executive Room with Lounge Access,6 nights ·  September 2018,Solo traveller,Reviewed: 21 October 2018,Pleasant,The cleaned rooms,"Breakfast is average 
Location is average",6.7
1149,Sarah,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 10 October 2018,Pleasant,Location was really good. The breakfast was also nice.,We upgraded on day for £25 but wouldn’t pay the original price for the room. The pre auth they take it’s still pending even though they took another payment for food we had so I now £30 out pocket until they release pre auth even though they took 89£ for the food.,6.7
1150,Steve,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 8 October 2018,Hoped for a relaxing weekend with my partner but unfortunately it failed due too ineffective staff,"Charged my Card in advance on multiple occasions taken from my bank ,before checkout! without my knowledge!.when I asked for the charges to be credited to my room.
Normally hotels give you the option to check bills before charging you and taking payment.
They could not find my paid bookings upon checking in.
Did not provide an efficient service at check in unprofessional advisor who did not know what she was doing.",Not Available,4.0
1151,Cherie,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 8 October 2018,All in all won't be staying there again.,"The room was spacious, comfortable and clean.","We arrived to a huge queue of people waiting to check in our out. Not very welcoming staff.
I asked if I could print out tickets out and was told to print them myself upstairs in the lounge. I couldn't remember my loyalty number so was unable to do this. I asked at reception and was told if I didn't know the number they wouldn't know. I asked again to use the printer and was told it would be a long wait. Sat in reception for around 20 mins and nothing? Ended up finding an alternative way of getting them printed. 
The breakfast was disappointing. It was greasy and the hash browns were clearly old and mushy.
Egg and sausages were very greasy. The hotel bar is more like a airport waiting room.
All in all won't be staying there again.",6.2
1152,Graham,United Kingdom,Double Guest Room,1 night ·  September 2018,Group,Reviewed: 3 October 2018,"Warm, Comfortable,Great Location,Staff very helpful.",Comfy Room Great Food,Nothing,2.5
1153,Istvan,United Kingdom,Double Deluxe Room,1 night ·  September 2018,Couple,Reviewed: 1 October 2018,Passable,Room was clean and quiet room. Nothing else was positive,"I have booked this hotel because of the brand name. I have requested to make our stay memorable as it was my partner 24th Birthday and out 4th year anniversary. However there wasn’t a single card in our room to tell her or us to congratulations. Before we left the room around 6pm to heading out, i have ask the same thing at the reception to please at least leave us a card by our arrival to say happy birthday to my partner. The gentleman by reception said: “don’t worry sir leave it with me”
On our return nothing was in our room.
 Another thing.
On our arrival the mini bar was literally emoty and there was a half opened wine bottles.
On our leave i wanted to leave a fedback.
The respons i got: i am sorry our staff is new.
I think this is a ridiculous excuse to a hotel called hilton.
We won’t be back here for sure, sorry",5.0
1154,Philip,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 1 October 2018,Pleasant,Nice room and hotel was clean and modern,"No complimentary water in room, pillows only average.",6.7
1155,Nina,United Kingdom,Family Room with Double Bed,1 night ·  September 2018,Family,Reviewed: 1 October 2018,Good,Location was great for the o2 arena which is where we were going.,My least favourite out of all the Hilton’s we have stayed in. Breakfast is very limited and not up to the standard of other Hilton’s we have stayed at in the past.,7.1
1156,Carol,United Kingdom,Double Guest Room,1 night ·  September 2018,Family,Reviewed: 25 September 2018,Poor value,"Cold shower
Wifi costs £13 per day",Not Available,4.2
1157,Michele,Italy,Family Room with Double Bed,5 nights ·  August 2018,Family,Reviewed: 22 September 2018,Good,Hotel and location amazing,"It was all good but I booked for a family room for three people, but I don’t know why the sofa bed wasn’t there and I payed extra. Anyway the hotel is amazing",7.1
1158,Mrs,United Kingdom,Family Room with Double Bed,1 night ·  September 2018,Family,Reviewed: 17 September 2018,Ok,"Room nice and comfortable everywhere clean except sofa of sink. 
Comfortable beds.",Reception staff rude and very unprofessional.. re training would be advisable.,5.0
1159,Alice,United Kingdom,Twin Guest Room,2 nights ·  August 2018,Group,Reviewed: 10 September 2018,Good,"Bed was comfortable, staff were helpful, the stay was good but not excellent",Not Available,7.1
1160,Jennifer,United Kingdom,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 2 September 2018,Hilton Motel,The upgrade of breakfast was plesent the room ok but mini bar had a stain of some type of red substance didnt use the mini bar in the end,Not enough information on arrival maybe receptionist was tired she spent quite a while talking to the guest in front of me about the gym on the second floor but mentioned nothing to me. Felt a bit dismissed,5.0
1161,Tahara,United Kingdom,Twin Guest Room,1 night ·  September 2018,Solo traveller,Reviewed: 2 September 2018,Not good,The reception check in was very pleasant.,The executive lounge is not keeping the up the standard of Hilton’s . And the staff service was very bad .,6.2
1162,Dodo,United Kingdom,Double Guest Room,1 night ·  August 2018,Solo traveller,Reviewed: 28 August 2018,Just okay,Central location,"No Refrigerator in room. No smart TV,",6.2
1163,Nicola,United Kingdom,Twin Guest Room,1 night ·  August 2018,Group,Reviewed: 27 August 2018,Nothing special,Good location close to the o2 arena.,"No tea/coffee facilities in the room. After a 10 hour travel to get there it would’ve been nice to find tea/coffee was available in the rooms, especially when paying over £100 for one night. Also after ‘looking’ at the items in the mini bar, I must’ve moved a small bottle of wine and a chocolate bar, my debit card was charged over £12 for this, they are of course refunding this charge but be sure not to TOUCH or move anything in the mini bar if you don’t want to be charged for it and have to wait up to 7 days to get your money back.",6.2
1164,Kian,United Kingdom,Family Room with Double Bed,1 night ·  August 2018,Family,Reviewed: 19 August 2018,Very poor,"The room was dirty, the bathroom tiles were hanging off, the water in the sink wouldn’t go down the plug hole and we couldn’t see out of the window because it was sooo dirty. At a cost of £260 for ONE night!!!!!!!!!!",Not Available,2.5
1165,David,United Kingdom,Double Deluxe Room,1 night ·  August 2018,Couple,Reviewed: 15 August 2018,It was short but sweet,That breakfast wasn’t included in the price,Not Available,7.1
1166,Kerry,France,Double Guest Room,5 nights ·  August 2018,Couple,Reviewed: 12 August 2018,Pleasant,Room service was irregular,Not Available,6.7
1167,Shah,United Kingdom,Double Guest Room,1 night ·  July 2018,Group,Reviewed: 9 August 2018,Okay,I liked the main receptionist who was really nice and the place was very clean,"I was rudely woken up before my check out time. Very unprofessional and receptionist said he will send me an email apologising but I never received it. 
Also, the price was way too high for a one night stay. 160 is a lot of money",5.8
1168,Manjulla,United Kingdom,Double Guest Room,1 night ·  August 2018,Family,Reviewed: 6 August 2018,family stay,Room was spacious,"Unfortunately the car park was full and I had to park in a near by car park, it was a pain as I had to walk to this place back and forth and every time paying a lot of money. I was not told that we need to arrive early to get a space. We had small children in our family and it was very difficult and the only information was that there is on site parking.",6.7
1169,Nilu,United Kingdom,Twin Guest Room,1 night ·  July 2018,Family,Reviewed: 4 August 2018,Good,next to the train line,Not Available,7.1
1170,Xia,United Kingdom,Twin Guest Room,3 nights ·  July 2018,Group,Reviewed: 2 August 2018,Okay,charge me twice still haven't reture my money,charge me twice still haven't reture my money,5.8
1171,Anonymous,United Kingdom,2 nights ·  December 2020,Solo traveller,Not Available,Reviewed: 16 December 2020,Awesome.,Everything. There was a particular Receptionist that was so nice and lovely. I cannot really remember his name.,Not Available,9.0
1172,Anonymous,United Kingdom,2 nights ·  December 2020,Couple,Not Available,Reviewed: 13 December 2020,Very good,Everything apart from carpet was spotless with a massive TV and close shops all around and in the heart of canary wharf,The floor had stains but overall everything was clean. Parking was a issue had to park in the shopping centre,8.0
1173,Anonymous,United Kingdom,2 nights ·  December 2020,Couple,Not Available,Reviewed: 6 December 2020,Fantastic,"Fantastic from start to finish, reception staff were brilliant especially Mike, was so welcoming and did everything to help us and answered any questions. Felt safe in the hotel and keeping up with all current regulations, 5* stay and would be more than happy to book anytime and would recommend",Not Available,10
1174,Anonymous,Ireland,1 night ·  November 2020,Group,Not Available,Reviewed: 5 November 2020,Superb,Staff are very friendly and helpful.,The location is awesome.,9.0
1175,Anonymous,United Kingdom,3 nights ·  October 2020,Family,Not Available,Reviewed: 31 October 2020,Exceptional,Very clean and great location,Nothing it was great,10
1176,Anonymous,United Kingdom,1 night ·  October 2020,Group,Not Available,Reviewed: 10 October 2020,Great 😊,amazing customer service. Tasty food.,Not Available,10
1177,Anonymous,United Kingdom,1 night ·  October 2020,Group,Not Available,Reviewed: 7 October 2020,Superb,Everything,Not Available,9.0
1178,Anonymous,United Kingdom,2 nights ·  September 2020,Couple,Not Available,Reviewed: 2 October 2020,Super convenient location for our purpose visiting family nearby and a nice surprise of upgrade.,"Not so many people around due to the Covid waves so they upgraded us to an executive room, which provides plenty of space and a corner view of water front. Decent free Wifi. Great location for us.",We had to call to get the front desk staff to check in with a short queue behind us - the receptionist was carrying out another job so few had to wait for a while to get check in. She was apologetic so it is fine but people behind us looking really tired. TV channels are pretty poor. There is no bath salt or soap in the executive bathroom which is not expected.,9.0
1179,Anonymous,United Kingdom,1 night ·  September 2020,Couple,Not Available,Reviewed: 29 September 2020,Very Very Clean Hotel With Pleasant And Welcoming Staff,"The hotel was very very clean, and the room was just as clean. The staff were very friendly and welcoming and made me feel valued as a guest","On the final night a mistake was made with our breakfast, despite that we had a very very pleasant stay.",9.0
1180,Anonymous,United Arab Emirates,1 night ·  September 2020,Couple,Not Available,Not Available,Not Available,This review has been hidden because it doesn't meet our guidelines.,Not Available,Not Available
1181,Anonymous,United Kingdom,1 night ·  July 2020,Couple,Not Available,Not Available,Not Available,This review has been hidden because it doesn't meet our guidelines.,Not Available,Not Available
1182,Anonymous,United Kingdom,1 night ·  August 2020,Family,Not Available,Reviewed: 20 September 2020,Poor service,Customer service was crap they took out 4 payments by accident from my account and haven’t yet refunded me no it’s been over a month poor service,Not Available,8.0
1183,Anonymous,United Kingdom,1 night ·  September 2020,Couple,Not Available,Reviewed: 6 September 2020,Great Stay!!,Very clean and compliant with Covid-19 procedures. Very comfortable and great location for everything. Just excellent.,Not Available,10
1184,Anonymous,United Kingdom,1 night ·  August 2020,Group,Not Available,Reviewed: 3 September 2020,Exceptional,The staff were super accommodating and friendly!,The car park was full when I arrived- my fault for checking in slightly later!,10
1185,Anonymous,United Kingdom,1 night ·  September 2020,Couple,Not Available,Reviewed: 2 September 2020,Good,Handy parking and good location,Looking a bit jaded,7.9
1186,Anonymous,United Kingdom,2 nights ·  August 2020,Solo traveller,Not Available,Reviewed: 1 September 2020,Superb,The gym was open.,The hotel was clean and COVID-19 rules were in place.,9.0
1187,Anonymous,United Kingdom,1 night ·  August 2020,Family,Not Available,Reviewed: 31 August 2020,Very good,"Welcomed in by a very nice staff
M I’m",Bedroom and service,8.0
1188,Anonymous,United Arab Emirates,3 nights ·  August 2020,Couple,Not Available,Reviewed: 24 August 2020,Adequate,The staff.,Limited breakfast choice probably due to Covid restrictions.,8.0
1189,Anonymous,United Kingdom,1 night ·  August 2020,Couple,Not Available,Reviewed: 16 August 2020,One night couple stay,"The hotel is in a great location, very near restaurants, bars and the shopping centre. Checking in was quick and easy with the friendly and efficient staff. The room exceeded expectations, was very spacious and spotlessly clean. Would definitely recommend and will be staying again.",No issues,10
1190,Anonymous,United Kingdom,1 night ·  August 2020,Group,Not Available,Reviewed: 2 August 2020,Room was so big and spacious but tv remote was not working should be a smart tv .,"The room was big , toilet was clean . The bed was comfortable.","The breakfast was poor need to give more options such as omelettes ,sausage etc in takeaway",9.0
1191,Anonymous,United Kingdom,1 night ·  July 2020,Couple,Not Available,Reviewed: 28 July 2020,Very good,"Room was spacious enough. Staff were very friendly and helpful. 
The Room and Bathroom were very clean. 
Overall I was very satisfied with my overnight at Hilton Canary Wharf","The car park was very difficult to locate. There was no sign where the car park is located. 
And the extra cost for parking fee.",8.0
1192,Anonymous,United Kingdom,1 night ·  July 2020,Couple,Not Available,Reviewed: 25 July 2020,It was comfortable,"The Customer Service from the main gentleman reception was really professional, polite and courteous.",Not Applicable,8.0
1193,Anonymous,United Kingdom,1 night ·  July 2020,Solo traveller,Not Available,Reviewed: 25 July 2020,Amazing,Everything,Nothing,10
1194,Anonymous,United Kingdom,2 nights ·  July 2020,Couple,Not Available,Reviewed: 16 July 2020,Would definitely recommend and will visit again!,"Great location, clean and comfortable room and lovely staff!",Not Available,9.0
1195,Anonymous,United Kingdom,1 night ·  July 2020,Couple,Not Available,Reviewed: 14 July 2020,Very good,Spacious room,No facilities available due to current COVID 19 situation. Would have appreciated at least the bar being open,8.0
1196,Anonymous,United Kingdom,1 night ·  July 2020,Couple,Not Available,Reviewed: 5 July 2020,I was just concerned about the 25.50 vat I have never been charged that before that I had noticed as this always been,It’s clean and quiet,Not Available,10
1197,Anonymous,United Kingdom,1 night ·  June 2020,Couple,Not Available,Reviewed: 20 June 2020,Staff,Absolutely wonderful and helpful reception staff!!!,Not Available,10
1198,Anonymous,United Kingdom,1 night ·  March 2020,Group,Not Available,Reviewed: 8 March 2020,Perfect place to stay,"Room was nice & quiet. It was handy to leave our luggage with the hotel after checking out, leaving us free to explore the area for the rest of the day!","Find it very difficult to say anything bad about this hotel! Staff were lovely and very helpful. Room was very comfortable & spacious. Breakfast was fresh & nicely presented. Overall, good value hotel. Would recommend.",10
1199,Anonymous,United Kingdom,1 night ·  March 2020,Couple,Not Available,Reviewed: 8 March 2020,Exceptional,The whole experience from the moment you walk through the door the staff couldn't do enough for you.,"Excellent location, great staff so friendly, couldn't do enough for you, would definitely stay there again.",10
1200,Anonymous,United Kingdom,1 night ·  February 2020,Solo traveller,Not Available,Reviewed: 26 February 2020,Very good,"Mini bar, view",Room smelled a bit,8.0
1201,Anonymous,United Kingdom,1 night ·  February 2020,Group,Not Available,Reviewed: 25 February 2020,Amazing night,Clean. Lovely room. Excellent friendly staff,Nothing,10
1202,Anonymous,United Kingdom,1 night ·  February 2020,Family,Not Available,Reviewed: 23 February 2020,Very luxuriant but food expensive especially breakfasts,Room was great and spacious,No details in room about dining in restaurant,9.0
1203,Anonymous,United Kingdom,1 night ·  February 2020,Family,Not Available,Reviewed: 23 February 2020,Exceptional,Close to the O2 perfect location friendly staff will definitely return,Not Available,9.6
1204,Anonymous,United Kingdom,2 nights ·  February 2020,Family,Not Available,Reviewed: 17 February 2020,Exceptional,Every thing fantastic hotel,Nothing,10
1205,Anonymous,United Kingdom,1 night ·  February 2020,Couple,Not Available,Reviewed: 16 February 2020,Exceptional,"The staff were very attentive, we had Prosecco on arrival and I only asked for a Happy Birthday message in the room but they kindly put 2 cupcakes and strawberries with a nice message, and also a nice message saying enjoy your stay with 2 love heart chocolates. Very good service, I would defiantly come again.",The weather was horrendous but as for the property the bed was a little bit uncomfortable but other than that great service and a clean nice room.,9.6
1206,Anonymous,United Kingdom,1 night ·  February 2020,Couple,Not Available,Reviewed: 9 February 2020,Superb,Friendly staff and room was great! Couple of hairs in the bath was the only grumble but would return,Not Available,9.2
1207,Anonymous,United Kingdom,1 night ·  February 2020,Solo traveller,Not Available,Reviewed: 8 February 2020,"Very good location, helpful staff. Better than most central hotels.","Location, helpful guest relations staff. environment and facilities.
Good breakfast.",Duvet was so thin I was cold at night. I requested a blanket but no one brought one!,8.0
1208,Anonymous,United Kingdom,1 night ·  February 2020,Couple,Not Available,Reviewed: 6 February 2020,Recommended stay for London,Great service at check in. Prosecco given on arrival. Large room.,The shower didn't work very well.,8.0
