,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
5255,Michael,United Kingdom,Executive Double Room,3 nights ·  January 2019,Couple,"Reviewed: January 3, 2019",Disappointing,Location was good.,"A very tired hotel. 
Cleanliness was an issue in our room and had one day where our room was not serviced a company policy on bank holidays. We could hear a very squeaky lift from our room. All in all a poor hotel and certainly would not return with so many other options in the area.",4.6
5256,Julie,United Kingdom,Standard Double Room,3 nights ·  January 2019,Couple,"Reviewed: January 2, 2019",Exceptional,The whole experience of canary wharf,Nothing,10
5257,Saeed,Saudi Arabia,Standard Twin Room,5 nights ·  January 2019,Group,"Reviewed: January 2, 2019",Bad stay with very noisy and bad bed.. happy I am out now,"The bed was exremly bad with alot of noise,really very small and moving alot. 
The room was really small and not suitable for two persons.",Not Available,3.8
5258,Pavandeep,United Kingdom,Standard Twin Room,1 night ·  January 2019,Group,"Reviewed: January 2, 2019",Just perfect!,Absolutely beautiful hotel and great value for money! I will definitely be staying here again! Thank you Britannia :),Not Available,10
5259,Ali,United Kingdom,Standard Single Room,1 night ·  December 2018,Solo traveler,"Reviewed: January 2, 2019",Excellent,"Great Location, clean and spacious room and facilities",Bit dated interior,8.8
5260,Alan,Netherlands,Standard Double Room without Window,1 night ·  December 2018,Family,"Reviewed: January 1, 2019",Rude and unhelpful staff,Room was 29c . Air con broken. Asked for new room and told its fully booked. They then opened a window fully and by 5am both my 8 year old and my self were freezing cold. Impossible to have a shower. Checked out 7am after requesting a new room to shower in was denied. Reception was full of hookers . Not suitable for children,Not Available,5.0
5261,Elijah,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Group,"Reviewed: January 1, 2019",Fair,The waiting time for check in. I did to wait for 25 minutes,Not Available,5.0
5262,Carol,United Kingdom,Standard Double Room without Window,2 nights ·  January 2019,Couple,"Reviewed: January 1, 2019",Won’t be returning,Check in slow rude stFfy,Not Available,3.8
5263,Mohammed,United Kingdom,Standard Twin Room,2 nights ·  January 2019,Couple,"Reviewed: January 1, 2019","Small beds I fell off during sleeping , the whole hotel needs a makeover , horrible pizzeria",Location was great,"Small beds , poor hygiene",3.8
5264,Toni,United Kingdom,Standard Double Room without Window,2 nights ·  December 2018,Family,"Reviewed: January 1, 2019",Exceptional,"Absolutely fantastic great location, large room. Excellent all you can eat breakfast",Not Available,10
5265,Shaoyu,United Kingdom,Executive Twin Room,1 night ·  January 2019,Group,"Reviewed: January 1, 2019",Wonderful,"Friendly welcome and nice breakfast service, clean and tidy washroom. Although the room looks old style, it is valuable to stay in this price.",The twin beds are too narrow to sleep,9.2
5266,Neox,Netherlands,Executive Double Room,1 night ·  December 2018,Family,"Reviewed: January 1, 2019","Fantastic luxury-esque hotel on a budget with great decor, but the car park lets it down a little.","The room had an excellent view facing east of London from one of the upper floors, and the room was very large with nice traditional wooden furniture. Very happy with the room and experience.",The car park is like a dumping ground - I was afraid of parking my car there because of all the clutter and building materials littered around it. Needs a good tidy-up.,9.6
5267,Silvia,Italy,Standard Double Room,3 nights ·  December 2018,Couple,"Reviewed: December 30, 2018",Very Good,"The upholstery of the forniture of the room was kinda worn, and the bathtub all scratched",Not Available,8.3
5268,Paul,United Kingdom,Executive Double Room,1 night ·  December 2018,Couple,"Reviewed: December 30, 2018",Superb hotel,Superb hotel massive rooms great location and breakfast was superb def recommend,Not Available,10
5269,Fusion,Bangladesh,Standard Single Room,1 night ·  December 2018,Group,"Reviewed: December 30, 2018",Exceptional,Good,Not Available,10
5270,Kieran,United Kingdom,Standard Double Room without Window,3 nights ·  December 2018,Solo traveler,"Reviewed: December 30, 2018",A toilet,The bed was terribly uncomfortable the ventilation system was terribly noisy whole place very very dated very bad experience,Not Available,3.8
5271,Colin,United Kingdom,Standard Single Room,5 nights ·  December 2018,Solo traveler,"Reviewed: December 30, 2018",Nice stay,Room was great and very large. Always a nice welcome at reception. I keep coming back so it must be good,Bed was a little uncomfortable but not too bad,9.6
5272,A,United Kingdom,Suite,1 night ·  December 2018,Group,"Reviewed: December 29, 2018",Regrettful,Nothing at all.,Room expectations do not match booking.com description as all are subject to availability. I paid extra for a room with balcony and didnt get it. They need to make this extremely clear as other hotels deliver what they state.,2.5
5273,Brian,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 29, 2018",Excellent naughty night,The room itself was amazing and the views are stunning.,N/a,10
5274,Wendy,United Kingdom,Standard Single Room,1 night ·  December 2018,Group,"Reviewed: December 29, 2018",Very enjoyable and would definitely stay again.,"The location is perfect for events at the O2, and there are easy links to get to the rest of London.
We received excellent service in the restaurant on two evenings, and they were particularly helpful with my elderly Mum.","It's an expensive hotel - but we don't mind paying the extra for the location and service.
The bars got extremely busy after the O2 event finished and we couldn't get a seat in the bar on one evening - it would be nice if there were some sort of priority arrangement for guests of the hotel.",8.3
5275,Londukk,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Solo traveler,"Reviewed: December 29, 2018",Wonderful,Great staff and location.,Not Available,9.2
5276,Laura,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 28, 2018",Ok,The lobby,"Stains on carpet, bed uncomfortable decor",5.0
5277,Alan,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 28, 2018",Only needed a room for 8 hours nothing spectacular,Not a lot,Dated hotel it is what it is for £60,5.0
5278,Elizabeth,United Kingdom,Standard Double Room,2 nights ·  December 2018,Family,"Reviewed: December 28, 2018",boring xmas,breakfast,should have been honest when we rang before booking was told all facilities ie pool area would be available otherwise would not have booked,5.0
5279,Margaret,United Kingdom,Standard Single Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 28, 2018",Exceptional,Price and was given an upgrade. Very appreciative.,Not Available,10
5280,Thoi,United Kingdom,Standard Double Room without Window,2 nights ·  December 2018,Family,"Reviewed: December 28, 2018",Exceptional,"A perfect hotel : nice room, good hotel room keeper",Not Available,9.6
5281,Ana,United Kingdom,Standard Double Room without Window,7 nights ·  December 2018,Family,"Reviewed: December 27, 2018",Everything just perfect,"Everything 
From reception to bar and live music",I was only not quite happy with breakfast...,9.6
5282,Manasa,United States of America,Standard Single Room,2 nights ·  December 2018,Solo traveler,"Reviewed: December 27, 2018",Exceptional,beds were making noise,Not Available,9.6
5283,Carlos,Spain,Standard Double Room,3 nights ·  December 2018,Couple,"Reviewed: December 27, 2018",Very Good,The location and the relation between quality and price,It is old fashioned and everything is broken. The rooms were a little bit hot.,8.3
5284,James,United States of America,Standard Twin Room,7 nights ·  December 2018,Group,"Reviewed: December 26, 2018",Very uncomfortable beds and indifferent staff.,It seemed safe.,The beds were absolutely terrible. The noise level was such that sleeping was very difficult. Doors seemed to slam all the time on the hall and you could hear through the paper thin walls. We attempted to speak to staff about this but were met with an indifferent attitude.,4.2
5285,Shuab,United Kingdom,Standard Double Room without Window,2 nights ·  December 2018,Couple,"Reviewed: December 26, 2018",Disappointing,The view,The lamp was broken there was bits of glass on the floor,4.6
5286,Abdur,Bangladesh,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 26, 2018",Very Poor,"Receptionist took an hour for check in
Instead of double room they gave me twin room with two single bed which was dirty
Took deposits but check out time was longer as well staff need to be more professional 
Room should be more clean
Very disappointed about overall service",Not Available,2.9
5287,Christopher,United Kingdom,Standard Double Room without Window,10 nights ·  December 2018,Solo traveler,"Reviewed: December 25, 2018","Enjoyable, good value for money and location","Big, bright, spacious and clean room. Good value for money.",Not Available,9.0
5288,Mohammed,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Solo traveler,"Reviewed: December 25, 2018",Wonderful,Very warm room. Clean.,Not Available,9.2
5289,Eliot,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Group,"Reviewed: December 25, 2018",Poor,The people and staff,Not Available,3.3
5290,Abzsheikh,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 25, 2018",The bad and never again review,Waking up and leaving soon asap,Alot of things but worse part is the smell of the room which made it difficult to breath,4.2
5291,Fleur,United Kingdom,Executive Double Room,1 night ·  December 2018,Couple,"Reviewed: December 24, 2018",Exceptional,the view and breakfast,Not Available,10
5292,Sen,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 24, 2018",Rubbish,Location,"The whole place was horrid, no window for any air! Please contact me!",3.8
5293,Thanapat,United Kingdom,Standard Double Room,6 nights ·  December 2018,Couple,"Reviewed: December 24, 2018",Good staffs,Maids are superb,Location is hard to reach,8.8
5294,Heather,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 24, 2018",Disappointing,"Romanian receptionist was absolutely lovely and supportive. However the guy in bar (bold bearded) we think German background he shouldn't have a job there. After 5 minutes leaving us waiting he greted us with ""What you want"". We asked for drinks menu and he abruptly responded with sarcasm no drinks list pointing to the wall telling us to look there and pointing to drinks behind bar. Due to his rudless and thankfully another bar staff arrived we asked him to serve us. He was very rude. From this experience we will not have a meal either nor a drink in such unfriendly bar atmosphere. We took our wine to our room. Also in smoking room next to us there were a group of young lads and strong smell of cannabis coming through vents into our bathroom etc. Windows were also grime dirty so only view was to open window held together with a teaspoon as catches broken. Also 2 single beds booked double so we had to sleep separate on our romantic visit from Northumberland for Christmas",Not Available,4.2
5295,Melissa,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 23, 2018",Great value for money,Big rooms. Good value for money.,Canary wharf is a little far away from the places we wanted to visit,9.6
5296,Georgia,United Kingdom,Standard Twin Room,2 nights ·  December 2018,Family,"Reviewed: December 23, 2018",Great value for money,"Furniture, comfort, cleanliness",Not Available,9.6
5297,Jessica,United States of America,Standard Single Room,3 nights ·  December 2018,Solo traveler,"Reviewed: December 23, 2018",Excellent,Good location. Clean. Good service.,For the price there was nothing to dislike.,8.8
5298,Gbenga,United Kingdom,Standard Single Room,3 nights ·  December 2018,Group,"Reviewed: December 23, 2018",Disappointing,The interior needs major upgrade!!!!,Not Available,4.6
5299,Robert,United Kingdom,Standard Double Room,2 nights ·  December 2018,Couple,"Reviewed: December 23, 2018",PLEASENT,The room could do with a make over,Not Available,9.6
5300,Yang,South Korea,Standard Twin Room,7 nights ·  December 2018,Couple,"Reviewed: December 23, 2018",Very Good,Clean service is excellent!,Not Available,8.3
5301,Joanne,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Solo traveler,"Reviewed: December 23, 2018",Fair,Location,"Terrible room, worst bed ever, these rooms should not be let to the public, very claustrophobic too hot, no windows or any form of A/C or ventilation, we are in 2018 !!!!!",5.0
5302,Centempede,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 22, 2018",Excellent,Bed and room very clean and comfortable,Anything,8.8
5303,H,United Kingdom,Standard Single Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 22, 2018",Very Good,£50,Check in took forever.,8.3
5304,Joanna,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 22, 2018",Exceptional,Location and size of room,Room was a little bit tired and the main window would not shut properly.,10
5305,Justin,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Solo traveler,"Reviewed: December 21, 2018",Fair,The price of the location is good the manager was nice and promised an upgrade next visit but still had a very cold night in a room with heating not working properly,The room is very cold tried ringing down to reception in the night got no answer staff on the desk very unhelpfull everything in a room I felt very tired and had seen better days the shower was powerful but very hard to control the temperature,5.0
5306,Mark,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 21, 2018",Very Good,The presentation of the room and the hotel was a lot higher than the room price,The mattress was quite hard,8.3
5307,Musonda,South Africa,Standard Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 21, 2018",A waste of money and experience,The location of the hotel,"The Hotel staff including the manager lack professionalism and empathy for their customers.
The hotel entrance is filthy and the windows in rooms haven't been cleaned for a while. 
The carpet lifts when opening the door to the room. 
The burgers from the Pizza shop are not appetising for the price they are sold for.",4.2
5308,Caroline,United Kingdom,Standard Twin Room,3 nights ·  December 2018,Group,"Reviewed: December 21, 2018",Hotel nice rooms not of a very good standard.,Very nice Hotel. Staff helpful and quick to deal with our complaints,"Water from shower was just a trickle. Wash hand basin had a 6 inch crack in it.Which holds germs. Wall paper was peeling away from wall. It looked like some kid was writing with a black pen on the wallpaper.
Carpet had a 3 foot rip in it which I tripped on it.
Could not turn the heating down as th room was a bit warm.
I think that enough. Only stayed two night out of the three booked.",9.2
5309,George,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 21, 2018",Okay but won’t be going back there,The location,"The room was cold and didn’t meet our expectations, the food didn’t taste fresh and everyone in the lobby was drunk with bottles being left everywhere",5.0
5310,David,United Kingdom,Standard Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 21, 2018",Disappointing,It was cheap,Terrible hotel in difficult to reach location. No advanced notification that it was difficult to reach. No real window in room which was 30c plus on arrival,4.6
5311,S,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 21, 2018","great and pleasent, will stay again for sure.","the bedding was clean, soft and a good nights sleep. spacious rooms and quite an aesthetic design ( rare to find in the modern hotels) Wonderful location for Business travellers to canary wharf.","long check in queues, with two person manning the desks. I would like robust additions based on the waiting lines. More chaotic at check in when there are group travellers coming down asking questions.",9.2
5312,Cathrine,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 21, 2018",Very Good,Ideal location. Comfortable bed with all the usual facilities you’d expect for a large hotel and room cleaned and tidied to a good standard.,Decor dated and carpet worn in high traffic areas in room.,8.3
5313,Marcus,United Kingdom,Executive Double Room,1 night ·  November 2018,Solo traveler,"Reviewed: December 20, 2018",I would avoid a brittania hotel at all costs,Location,Advertised with pool however didn’t have one when we arrived. Breakfast was very poor.,4.6
5314,Tom,Germany,Standard Single Room,2 nights ·  December 2018,Solo traveler,"Reviewed: December 20, 2018",Disappointing,"Location is good, except that the construction blocked sidewalk, needs to deviate a lot.",The facilities are too old. The air conditioner is noisy and it could never get the room warm. Water boiler is not working. Bathroom floor are not well cleaned.,4.2
5315,John,United Kingdom,Standard Double Room,2 nights ·  December 2018,Group,"Reviewed: December 20, 2018",Wonderful,"For London it was a bargain price. Very clean. Very comfortable spacious rooms, nicely furnished and decorated.","If money is no object and you're visiting central London, then a more central location could be more convenient for some.",9.2
5316,Deemax12,United Kingdom,Standard Double Room without Window,1 night ·  November 2018,Couple,"Reviewed: December 20, 2018",Disappointing,"The furniture was dated the room was to hot and unable to open the window
The lift got stuck while we were in it breakfast was a free for all needs a better system",Not Available,4.6
5317,Barbara,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 20, 2018",Excellent,Great location and price,Just too hot in the rooms. The aircon would not take the temperature below 26 degrees making a v uncomfortable sleeping temperature. Windows don’t open!,8.8
5318,Unknown,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 19, 2018",Excellent,"Bed, the room size, good location and views",The shower/bath was very small to move around in.,8.8
5319,Raquel,United Kingdom,Standard Twin Room,2 nights ·  December 2018,Family,"Reviewed: December 19, 2018",Frightening - Rat,Location,The rat running accross the floor of the bar area. The food ( breakfast) badly cooked. Had to pay for Wifi. The manager being blase about the Rat saying due to building works next door all the hotels are having this problem. Pest control regulatly attend....Shocking! No offer of refund do I have written to complain,5.0
5320,Mahbub,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 19, 2018",Wonderful,Parking expensive and bays very tight,Not Available,9.2
5321,Maroun,Lebanon,Standard Twin Room,3 nights ·  December 2018,Couple,"Reviewed: December 18, 2018",fairly good. We are not aristocrats...we just adapted. But thanks anyway. Our visit was a success.,"Bed was comfy. Extra pillows afforded. The hotel's old style look is nice. Personnel was nice and friendly. When we asked for an extra blanket, it was swiftly provided.","Free Wi-Fi would have been better. We had to wait long minutes (20) for the elevator, especially on Sunday. There was dirt behind the commodes when we came in the room, but it was cleaned later. The room was cold, in spite of the AC turned on 26 degrees,: it never came above 21. When the AC fan was on 3, the noise was terrible. 
We tried the buffet once at dinner: it was good. 
Not all the electricity inlets were working. There was two type of them: one that you could adapt to the universal socket, and another one totally out of earth. 
I'm not kind of complainer and I adapt, but there are little things that would not cost a lot to the hotel that would make a huge difference.
Last, once we were going out of the elevator, we met a man insulting the staff in a very gross manner. The insult fell in my face and I was about to reply back, but the man, who was insulting the reception staff, said he was not addressing me...",5.0
5322,Karen,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 18, 2018",Disappointing,Room shabby no open window aircon broke restaurant tatty windows not nice frame wrk,Not Available,4.6
5323,Julie,United Kingdom,Standard Double Room,3 nights ·  December 2018,Couple,"Reviewed: December 18, 2018","Great location, shame about the Hotel.",As a base for the O2 and Canary Wharf it is an ideal location. Just a ten minute walk from Canary Wharf Underground and shopping centres and the DLR is just as easily accessible.,"The hotel is very very tired. The room carpet made me want to keep my shoes on, the bathroom was stained, the lifts were a game of pot luck.... the whole hotel is generally unloved and desperately in need of a deep clean. No fridge, no safe, no water/drinks machine. Breakfast at the hotel was a rushed affair, the staff are too busy to show you to a table or crack a smile of welcome. We have used the Britannia International for a number of years and have noticed its decline in both the building and attentiveness of staff. Such a shame.",5.0
5324,Octavian,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Family,"Reviewed: December 17, 2018",Very Good,"Location, breakfast",The window cannot be closed fully and get open over night. I been in a smoker area but I'm not a smoker.,8.3
5325,Steve,United Kingdom,Standard Twin Room,1 night ·  December 2018,Family,"Reviewed: December 17, 2018",Very Good,Reasonable room rate.,"Unable to increase temperature in the room.
I set temperature to high but room did not warm up.
Also the size of the twin beds are extremely narrow.
They seem like children size beds.",8.3
5326,Julie,United Kingdom,Standard Double Room,1 night ·  December 2018,Group,"Reviewed: December 17, 2018",Birthday weekend,"Location was great and fantastic value for money, the staff were friendly and efficient and parking was very reasonable for London.","Upgraded without prior consent from double rooms to twin which were two very small single beds pushed together, hotel needs updating a bit",9.6
5327,Natasha,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Family,"Reviewed: December 17, 2018","Absoloulte nightmare, manager was very rude and booking website was misleading",The beds were comfy and breakfast was very nice.,"The staff were rude and unhelpful, and the website we booked on was very missleading in regards to the family rooms.",5.0
5328,Calum,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 16, 2018","Great time, good rooms and nice staff","Room was extremely cheap for the location. The room was large, clean, warm and staff were friendly! Great value for money","Difficult to find the hotel due to walking access and road restrictions, recommend heron quay station as best access by overground",8.8
5329,Brenda,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 16, 2018",Ideal for our visit,Bar and restaurant facilities very good in terms of service and value for money.Reception staff were very friendly and helpful.We had an upgrade on our room and this was the case last time we visited so we would happily book here again if we got a similar deal .,The decor is a little tired but taking in to account good value this is a minor point,10
5330,Andrew,United Kingdom,Standard Double Room without Window,2 nights ·  December 2018,Couple,"Reviewed: December 16, 2018",Very Poor,Location is only positive,"Never write reviews however his hotel prompted me to. Service is bad and not like a central London hotel. WiFi is £7 per device and not free. Got given the wrong room after booking a double room got told we had twin single beds. Environment around the hotel is bad. Parking is stupidly expensive. Overall the stars should be about 2 lower, as it’s a 2 star quality hotel. Won’t be going back.",2.9
5331,Martin,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 16, 2018",Excellent,"Clean, pleasent staff.",Their was a constant squeaking noise coming from our room and no idea what it was. Also cleaning staff knocking the door at 8:30am...a tad too early.,8.8
5332,Judy,United Kingdom,Standard Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 15, 2018",Exceptional,Free internet for a night would've even better,Excellent location,10
5333,Andrew,United Kingdom,Standard Twin Room,1 night ·  December 2018,Group,"Reviewed: December 15, 2018",good,The room,Rude& unfriendly staff on reception. Crap seating in the bar.,8.3
5334,Pavel,United Kingdom,Standard Twin Room,1 night ·  December 2018,Couple,"Reviewed: December 15, 2018",Fantastic as always :),Always fabatastic experience. Friendly and professional staff. Easy to book. I alway go to this hotel if i need to stay in the area.,Nothing i can think of,9.6
5335,David,United Kingdom,Standard Twin Room,1 night ·  December 2018,Couple,"Reviewed: December 14, 2018",Disappointing,Nothing,It was knackered,4.2
5336,Atikur,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Group,"Reviewed: December 14, 2018",Wonderful,Its very nice to stay. I enjoyed,Not Available,9.2
5337,Michael,United Kingdom,Executive Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 14, 2018",Not stay again,The beer was nice,The room was tatty and the shower was terrible,3.8
5338,Paul,United Kingdom,Standard Double Room,1 night ·  November 2018,Group,"Reviewed: December 14, 2018",The place was terrible not worth £80 a night,No I didn’t like it at all the place was nasty. I wouldn’t recommend,Not Available,4.2
5339,Akpan,Nigeria,Standard Double Room,4 nights ·  December 2018,Couple,"Reviewed: December 14, 2018",Not up to expectations,Location,Room was too small and furniture was old,5.0
5340,Jose,Spain,Standard Double Room,3 nights ·  December 2018,Couple,"Reviewed: December 14, 2018",Not good,They knock on your door at 8 o'clock to clean the room. You ask them to come later but they never come back.,Not Available,3.8
5341,Harris,Pakistan,Standard Double Room,2 nights ·  December 2018,Couple,"Reviewed: December 13, 2018",I booked because of the location but was extremely disappointed when I saw the room plus no WiFi.,No WiFi in rooms and old broken furniture in rooms.,Not Available,4.2
5342,Brian,United Kingdom,Executive Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 13, 2018",Expensive compared to other modern hotels.,"Location.
 Price of beer","Heating in room was a an electric heater. 
All furniture was scratched 
 Windows were dirty
Bed cover was stained",4.0
5343,Weiguo,United Kingdom,Standard Twin Room,1 night ·  December 2018,Group,"Reviewed: December 13, 2018",Bad！,I had confused to your custmer sevice,just to do as a 4-star hotel！,3.3
5344,Yeshi,United Kingdom,Standard Double Room without Window,2 nights ·  December 2018,Couple,"Reviewed: December 13, 2018",So so,Your hotel not good wifi,Not good your hotel WiFi need pay tv nothing not working,2.5
5345,Nerys,United Kingdom,Standard Twin Room,1 night ·  December 2018,Family,"Reviewed: December 13, 2018",Wonderful,The rooms were very nice and bed was comfortable,Not Available,9.2
5346,Karla,United Kingdom,Standard Twin Room,1 night ·  December 2018,Group,"Reviewed: December 12, 2018",Fair,Our room was the last one on the corridor and oppersite was a staff room and next to it was a big room with massive bins that they put the bedding in. Checked in at 14:00 to get some rest but all you could hear was the staff shouting and talking outside our door. Gave it the benefit of doubt as it was check in time and they were cleaning rooms. But come morning at 8am all you could hear was the staff shouting and talking loudly banging things etc out of the room. One staff member actually sounded like she screamed saying she couldn’t find the mop And at 8am? no reason for this.,Not Available,5.0
5347,Nadia,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 12, 2018",Fair,Outdated,Outraged hotel,5.0
5348,Julian,United Kingdom,Standard Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 12, 2018",Fair,Good location for Canary Wharf,"Terrible breakfast (appalling coffee, low end bread, greasy fry up), scruffy room with very dated bathroom.",5.0
5349,Sophie,United Kingdom,Executive Double Room,1 night ·  November 2018,Couple,"Reviewed: December 12, 2018",Perfection,"Everything else, was perfect",In some of the lifts the ceiling was coming down,10
5350,Peter,Jersey,Standard Double Room,2 nights ·  December 2018,Couple,"Reviewed: December 12, 2018",Exceptional,Good location and good value for London. Good transport links.,Took a long time to check in,9.6
5351,Hannah,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 12, 2018",Wonderful,The property was extremely nice however not much sleep was had due to very noisy neighbours and thin walls,Not Available,9.2
5352,Mert,United Kingdom,Executive Double Room,1 night ·  December 2018,Couple,"Reviewed: December 11, 2018",Very Poor,Well firstly the guy at the customer service or manager tall arab Guy was really disrespectful and did everything in his hands in order not to help us and comfort us. Me and my girlfriend visit this hotel quite frequently and when we booked in this Sunday to a executive room we was given a standard double room and when we asked for a room change they blamed false advertising to booking.com and was really rude to us when we wanted a refund the manager told us he works 12 hours and for us to accept this. After visiting here for over the years this was my last trip very rude staff and people keep complaining at the desk which makes everyone in the que wait.,Not Available,2.5
5353,Puneet,India,Standard Double Room,3 nights ·  December 2018,Solo traveler,"Reviewed: December 11, 2018",Very Poor,Nothing but just the location as it was near my office in Canary Wharf.,"I disliked everything. Behaviour of the receptionist and staff, services, cleanliness",2.9
5354,Kelvin,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 11, 2018",Exceptional,"The on duty manager was very good, nageb treated me with respect. He was reasonable",Not Available,10
5355,Jp,United Kingdom,Standard Twin Room,1 night ·  December 2018,Couple,"Reviewed: December 11, 2018",Excellent. I will definitely be back unless prices rise dramatically.,"Unlike many affordable hotels, the décor does not look tired and flakey. The bedrooms are very nice indeed. In general, it feels like a quality hotel. Very handy for public transport. You can be in Central London on Jubilee time in less than 30 mins.","The telly was rubbish as was the room iron. The staff are always helpful and polite, but they do look slightly under siege at times. I am sure at least one more member of staff could be employed on the front desk. There should be a bell to summon the bell captain when you want to store luggage.",8.8
5356,Tomasz,Poland,Standard Double Room,2 nights ·  December 2018,Couple,"Reviewed: December 11, 2018",I was dissapointed,Good breakfast; large room.,"* it was EXTREMELY cold in the room; small heater was provided but it was not enough to make the temperature comfortable :(
* towels were not replaced after first day and, what's worse, the personnel moved used towels and put them on top of the clean ones (so that they got wet) :(",4.2
5357,Colin,United Kingdom,Standard Single Room,1 night ·  December 2018,Group,Not Available,Not Available,This review is hidden because it doesn't meet our guidelines.,Not Available,Not Available
5358,Tobias,United Kingdom,Standard Double Room,1 night ·  December 2018,Couple,"Reviewed: December 10, 2018",Poor,Just the location,Where do I start!! Staff could be more helpful had us at Reception for around 20minute+ on two Occasions over something that should have took 5mins tired and just wanting to get to my room I order room service the food was cold and looked like it had been just throw on a plate salad was rotten crumbs all on the chair I’m really not one to complain but I have stayed in lowest budget hotels which were much better around standard I personally would not recommend this to a friend,3.8
5359,Aleksandr,Estonia,Standard Twin Room,5 nights ·  December 2018,Group,"Reviewed: December 10, 2018",Good hotel with underground and DLR access,"Location for our purposes was very good - near underground and DLR stops, close to Tesco express food store.
Enough big twin room. Good english breakfast.","Not convenient , ONLY 20 min free WiFi !!! Not good soundproofing on rooms - You can hear all, what happens in neighbor room, especially it is bad in night time.",8.8
5360,Jamneala,Germany,Standard Double Room without Window,2 nights ·  December 2018,Couple,"Reviewed: December 10, 2018",Disappointing,The bathroom was o.k.,A city room is a 2* room( usually without window) and a standard room let's say 3*.,4.6
5361,Miles,United Kingdom,Standard Double Room,1 night ·  December 2018,Solo traveler,"Reviewed: December 10, 2018",NO APOLOGY,MAID KNOCKING ON MY DOOR AT 07.58 AM TO START CLEANING ROOM !!!!!!,Not Available,4.6
5362,Ali,Turkey,Standard Single Room,2 nights ·  December 2018,Group,"Reviewed: December 10, 2018",frustration,Nothing,Everything was poor .,3.3
5363,Lexip26,United Kingdom,Standard Double Room without Window,1 night ·  December 2018,Couple,"Reviewed: December 10, 2018","Modern, excellent location, great staff","Great location for Central London close to all amenities, staff extremely friendly and helpful","The room we reserved has no window, which we could deal with but there was an atrocious noise all night coming from outside possibly a pipe in the walls which was on our first night and left us with no sleep as it was so loud, we then spoke to the Duty Manger the next morning and he kindly gave us a different room with a lovely view over the wharf and no noise! :)",8.3
