Title,Review,Date,Rating
Please give the hotel a break!,"Clearly if you stay here it is for convenience and price. I can’t bring myself to give a nit-picking review to a perfectly adequate hotel that gave us dinner, bed and breakfast for two for £114. An excellent one night deal. It's clearly not 5 stars but then we’ve stayed in 5 stars and felt we had been robbed!  Please give the hotel a break! If you've read the reviews and you don't like the comments, don't stay there and then give a poor review.",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_40""></span>"
Pretty Average,"We have stayed here once before.  I’m not sure it is any fresher decoratively speaking than last time however.  Along with most reviews, it is somewhat dated but for the price it is good value. The location is excellent for the city and the O2 Arena. The Jubilee Line is only a short walk away and there is a large retail outlet underground by the station.  Because of all the new build works around, we were awoken early in the morning.  Since we are here for pleasure rather than business, that was a bit of a pain.   The room was basic.  Oddly, the two pictures on the wall, were SO random and dissimilar, that I can only imagine  they were put up in the dark.  They had no connection to London, Docklands or even Britain.  One was Marilyn Monroe, the other a red and orange sunset of",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_30""></span>"
Pretty Awful!,"In short, the hotel is dated, the beds are uncomfortable, it was noisy, the tv didn’t work, reception staff rude, shower was cold, breakfast average, plug sockets are randomly placed. You have to pay for WiFi and use of the gym and pool!   Plus points, the location is good for Canary Wharf and it’s clean. You can also exfoliate yourself on the scratchy towels!   I wouldn’t recommend. I was here for work but if I’d booked a spa break like some people I may have jumped into the Thames!",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_20""></span>"
shocking at best,"very upset and disappointed. my wifes 60th birthday treat. Afternoon tea and spa in Canary Wharf over looking the thames. Fantastic!!!!!!! Sadly not. I would give this experience a minus if i could. it ruined our day. The spa was dreadful. Cold air temperature, sauna out of action, massage shower not working, Jacuzzi onld a dated and hazardous getting in and out, scum line around pool was filthy, tiles missing from the walls, paint flaking from ceilings, filthy steps leading to pool, dirty disgusting changing rooms, showers not working properly, only one hair dryer working in ladies and only one poolside lounger to relax on after spa. on top of this the staff didnt act on request to close doors from the foyer to the pool side. incredibly bad. The gym was poor. Human spittle on",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_10""></span>"
Spa day,"I visited in February with a groupon voucher, to use the spa and have afternoon tea. Upon arrival there was a sign on the desk saying that the sauna and steam room where out of use until further notice. I am a bit disappointed we where not contacted before arrival to be informed and offered to change the date, especially as that particular day was freezing outside and and the pool was cold and the heated hot tub was overcrowded. The surrounding area by the pool was also absolutely freezing and overall not a good experience. I would of been more than happy to change the date if Imformed of this situation. So therefore not happy with service and would not return.",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_20""></span>"
What you pay for - dont knock it,"This was very cheap - half the price of other hotels in the area. Although older and I admit, quiet tired looking in parts, the service was excellent and the rooms clean. The bar is good and overlooks the water. The room was quite hot and the bed quite hard but these are the only faults. You get what you pay for but this in my eyes was a bargain over Easter weekend.",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_40""></span>"
Worst business hotel ever,"I don’t even know where to begin...Booked this hotel pretty much only because it’s location. My company was organising a 3 day conference and it was closest to the venue.  As a group booking, the reservations were made by their department in Manchester and, later on, we would discover that there was practically no communication whatsoever between them.  Personal at reception made every tiny little thing into a massive one, refusing to be helpful and making up, let me talk to my manager, the most tedious words in the whole world. I would not recommend this hotel because it’s old, the air conditioning doesn’t work (some of my colleagues spend several nights at a temperature over 30 degrees Celsius) and they only offer 40 min of free WiFi. Really? In this day and age, a hotel in",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_10""></span>"
You get what you pay for,"The location is perfect on Canary Wharf with bus and tube access close by. With having used Britannia Hotels before with National Holidays we knew what we could expect. The hotel is very busy and tired and needs some TLC. Sofas in the public are incredibly low. The staff were very helpful and housekeeping kept the rooms clean. Jenny’s restaurant we only used twice, once for evening meal and once for breakfast. It is a buffet style and the food was luke warm at best, very disappointing. The hotel also has a Pizzeria and an Indian restaurant. We ate in the Pizzeria one night and the food was excellent and the staff lovely. Soft drinks however in here were expensive with a 200ml bottle costing £2.75. Our room was ok but warm and the air conditioning was very noisy and you could not",Date of stay: March 2018,"<span class=""ui_bubble_rating bubble_30""></span>"
A comfortable hotel which is fairly priced!,"Had a wonderful stay here. The hotel is really comfortable and I got a great deal! Really nice staff and a good bed! My bathroom was also lovely! The location was BRILLIANT! The decor I admit was a little dated and slightly shabby in places but I wasn't there to hang around the hotel, gazing at the wallpaper! I was using it as a place to sleep. It's close to DLR and Underground stations and Canary Wharf itself boasts lots of lovely bars and restaurants. I will be back!",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
A lot better than I expected!,"We stayed here on a National Holidays coach trip, after reading recent reviews, we were pleasantly surprised! We were both impressed when we arrived. The room was spacious, very clean, nicely decorated, the bed linen and towels were very clean. My only criticism was that there were lots of empty bottles left in the corridor on the 2nd floor, which smelled a bit and never cleared away.  The evening meal was a help yourself buffet as was the breakfast, which was ok. The setting of Jenny's restaurant had lovely view of a water area outside. There is not much to see in the area around the hotel though.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
Absolutely Awful,"This is actually the worse hotel I have ever stayed in ever. The best customer service I received while there was from a cleaning lady who hardly spoken any English. There was a mix up with the dates when booking which ended with the wrong date been booked and not a tuss was giving by the staff, making us pay again. The rooms were outdated and 30° inside, air condition was out of the question, no surprise there. If you can help please pay the extra and stay somewhere else. Don't waste your time and money here.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Amazing service,"Working in hospitality, in a busy department like front desk myself, I really appreciated the attention to detail and kindess of Tatiana when she checked us in. She's amazing and her smile is contagious! Definitely coming back!!!!",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_50""></span>"
Avoid at all costs - 1 star at best,"I do a lot of travelling and don't mind staying in hostels etc but to say this is a 4 and half star hotel is disgusting and downright fraud. It's a 1 star at best. We stayed for one night and room looked like it was from the 1800s, the drawers were hanging off, you could snag your leg on nails. The lights all flickered, the bathroom door wouldn't close and the bed!!! The bed had a huge dint through it, it was basically broken and needed throwing out, my back is in bits off it. I was shaped like a question mark in bed all night trying to find a position to sleep in. The staff were rude and sneaky, they tried to steal our deposit using a blag parking charge we had already agreed explicitly the night before. They tried to steal it anyway until I refused to leave until I seen the",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Awful,"Long wait at reception to check in. 3 people in front of me all complaining about various aspects of check in or service. Manager called to front desk by one of the others checking in. Eventually when I get served, no apology for wait, no information about meal times or breakfast or anything. Didn't even say where lift were. Get to room, kettle doesn't work, tried to ring reception phone doesn't work. Walked down to reception, huge queue. Went over to concerige - waited 10 minutes nobody there. Asked in bar, told he couldn't help me. Went back to room, turned on TV not even programmed to BBC1. Window doesn't shut properly and room is draughty",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Basic at best,"Excellent staff and location. Appalling dated room with graffiti scrawled in bathroom. Bed hard and uncomfortable, filthy windows and a warm stuffy room. Don’t come here if you can possibly avoid it. Pay the extra and look elsewhere. I’m not happy with Superbreak for using this hotel.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
dated...drab,"booked in here as we wanted a relaxing weekend with a nice pool and spa, got there to be told they had been closed for over 6 months but the info hasn't been updated on the site (or other sites) that we booked through.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
Don’t believe the trip advisor blurb!,"Trip Advisor say this hotel is modern and a 5 minute walk from Jubilee and DLR stations. Maybe if you could walk in a straight line but you have to go all around the houses and roadworks in the way. It took me 20 minutes and that was once I knew where I was going! And I’d say I’m a fairly fast walker!   Once I got there to check in I was asked for photo ID, passport or drivers licence only. As I was travelling in my home country and not getting on a plane I didn’t have my passport with me, and I don’t drive so I don’t have a drivers licence. The booking.com email said only that ID needed to match name on booking. It said nothing about this needing to be photo ID or specific photo ID at that. I explained this to the self righteous receptionist who simply advised me this was",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Dreadful,"We were attending an event at the O2 and this we thought was a reasonably priced hotel in a convenient location.  We certainly wont be going back - the rooms are very tired, we had one plug socket in the room that worked and was square pin - so both my husband and I couldnt charge our phones overnight, or use the socket and watch TV, boil the kettle etc.  The plugs for the lamps were ROUND pin - so you couldnt unplug them and use these.  The towels we were given as 'clean' in a non-smoking room absolutely reeked of cigarettes and the hard wired hair dryer had a cord so short you had to kneel down to use it!   When we complained to reception we weren't even offered a complimentary breakfast just a set of clean towels!! Absolutely shocking.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
False advertising. Dirty. Dated.,"Me and my boyfriend booked this hotel after finding a good deal for it. Upon arrival the staff are very friendly but we couldn't help but notice the dated interior especially in a modern and clean area such as Canary Wharf. After checking in, we enquired about the fitness facilities and spa available which we had read on hotels.com and were told that the hotel did not have these anymore... We had chosen the hotel based on its amenities available and were disappointed that the hotel did not have them but had not removed them from its description on hotels.com.  When we got to our room, the room smelled a bit old and dusty but the windows could not be opened. We noticed the bath tub had jets and so filled the bath tub to use them. However once the tub had been filled and we turned",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
Great breakfast!,"Had a one night stay as part of a coach trip. Didn't take coach long to get from centre of London to hotel. There is a DLR station close by.  Room was lovely and spacious. Nice selection of toiletries in bathroom.  Buffet breakfast was fantastic. Just about anything you could want including black pudding!! The sausages were really tasty, good quality ones too. Their breakfast juices included cranberry which made a refreshing change.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
"If you can affoed somewhere else, then stay somewhere else","I stayed here becuase it was in budget for a business trip travelling on my own. It was the first time in nearly 10 years since I'd stayed here, and not a finger has been lifted to modernise it, and it was dated back then. On the positive side, the room was clean, and secure. On the downside, the aircon was broken so a heater had to be brought up to my room, the decor was a bit bruised and battered, worn and stained in places, and the bed was v hard (but luckily I like that). I'm not one for sitting in a restuarant eating on my own either, so I usually buy something from a local super market, and luckily theres a Tesco express between the DLR station (South Quay) and the hotel. I'm glad I did, as theres a punitive (£10) tray charge for room service - thats just taking the P.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_30""></span>"
"In need of attention, money and correction, Britannia International Hotel","I stayed here for one night with my disabled daughter.   First of all they did not have my booking details on their system for at least a day and I wasted valuable working time on the phone to them figuring this out. They weren't at all helpful at this stage.   When they finally emailed to say they had the booking, I asked for an accessible room due to my daughter's disability. Despite calling and emailing them they did not confirm if they even had an accessible room until I arrived to check in. The service here is really not good. it's obviously important if the guest has additional requirements, for the hotel to say whether they can fulfil them, this was not done at all.  When I arrived the girl on reception was friendly enough but seemed more interested in which form she",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
In need of some tic...,"Booked this via Wowcher; dinner, bed and breakfast plus bottle of wine for about £40 each.  The good bits? Lovely location, decent bathroom, hospitable staff in the Italian restaurant and Jenny's brasserie. Generous dinner portions and acceptable choice & quality of breakfast items. Bad: mess up with booking resulting in delay at Reception. Jenny's buffet closed. Spindles leisure club no longer exists. Cocktail menus on every table in bar but staff refused to make cocktails. No explanation given. Dangerous: window that cannot be closed without a special key. Tried to do it (no signage) resulting in finger injury. Broken panel in lift, jagged glass and masses of exposed wires. This place needs a makeover and some serious investment.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
Manage your expectations,"We booked last minute for a few nights here as it was a lot more reasonable price wise then other hotels in the area. Location was perfect. We booked a room with no windows as was in the area for a course and just needed somewhere to sleep. When we checked in the lady at reception upgraded us to an available room with a window which we thought was very kind. The room looked nice enough. It was clean and had the basics. No fridge, no water in the room,and a few marks on the mirrors in the bathroom but ok. Room had a tv, hair dryer, kettle and tea bags. The heaters were stuck on 28-30degrees on the thermostat. The mattress was solid and we woke with aching backs! We let the concierge know about the stuck thermostat and he told us he would send someone to see to it. When we",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
Must have been lovely once!,This hotel is very reasonably priced and in a great location right on the Thames. It desperately needs upgrading especially in common areas. The sofas have been repaired with tape in the bar area! Beds are very hard but ok for one night and pillows are really thin.   A great variety is served for breakfast but it’s not great- chewy tinned mushrooms! The room was very hot and the temperature could not be well controlled but when reported someone did come to open the window for us. Of course this made the noisy building work that bit louder.   I wouldn’t want to stay long but for an overnight it’s fine and the price is good.,Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_30""></span>"
Ok,"Was worried after reading reviews. All was fine. Reception friendly and helpful. Room clean. Dinner and breakfast were buffet style and ok.  Groupon deal didn’t include eating in the pizzeria which was a bit disappointing. Hotel was dated, but quite liked it. Cheap and cheerful.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
TERRIBLE,I sleeped at the Lexx execcutive room. I booked into a twin rom but they  gave me a doube room. The double bed was not leveled properly. like one side is higher. the free wifi is only for 20 min in room. do not go there,Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Terrible,"I have stayed here before it's pretty basic at best last night i wanted to check in and was told i would need photo ID, a new policy in place since last month, it does not state that on the booking confirmation, the reception staff will argue that it is no the bottom on booking confirmation, it is not, really not worth the £72 per nights stay, once in my room there was still rubbish on the floor from the last occupants, not impressed.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
"Value for money hotel in Canary Wharf, but a little run down","The Britannia is my preferred hotel in Canary Wharf as it is conveniently located to both the Tube and DLR stations and is reasonably priced when compared to other hotels in the area. Also the rooms are nice and though at times the heating could be better, the staff will arrange a room heater separately if required. The hotel has a particular old world charm but at times one gets the impression that it is not as well maintained as it could be (some switches don't work, etc.). Also depending on the section of the hotel the furniture and amenities vary - a room in the older part had more furniture and even a bidet in the toilet, but this was not the case with one of the newer rooms. However, the hotel ticks all the boxes in terms of facilities and the rooms themselves are quite",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
Weekend in london,"After booking this hotel as a budget room with no window on arrival they offered an up grade to a bigger room with windows when we declined they up graded for free. But couldn't help noticing that 5 others were offered the same for £20 extra and they took it. Can't help thinking this is a scam to get more money off people. Room was ok but very hot 28 degrees and the aircon wouldn't change, when asked they came and opened a window for us with a special key. Was still warm though. Over all it was a dated but ok room. Can't comment on the breakfast as we had read other reviews and gave it a miss.",Date of stay: March 2019,"<span class=""ui_bubble_rating bubble_30""></span>"
Disappointing,"Hotel in total need of a revamp, we were upgraded to a suite even then dirty windows, paintwork needs a clean/update bathroom not overly clean carpets bare in places on stairways   Staff very polite and try to help where they can, problem with our booking in that my hubby had ordered the champagne and chocolates  as a surprise upon arrival, not in room, reported and told it would be sent up this was around 5pm and still no show by the time we were going out at 7:30, explained to reception that we would prefer a refund for this as would be back late and driving tomorrow as this hadn’t arrived as arranged we would have no time to enjoy was told we could “take home with us” , staff member didn’t seem to understand there was no point in this, so a very expensive bottle and",Date of stay: March 2020,"<span class=""ui_bubble_rating bubble_10""></span>"
It was alright,"It was our wedding night and a last min booking via groupon. It wasn’t the best hotel we’d ever stayed in but the staff are brilliant. Due to the virus they didn’t have hot breakfast out but took an order of whatever we wanted and it came quickly and was yummy. Definitely outdated in decor but customer service was brilliant, silvianna (not sure it’s spelt right) was brilliant, so lovely and friendly, stand out figure definitely. Also the guy in the restaurant was really lovely. Cant lie, windows were dirty and it weren’t spotless. But because of the virus I cleaned it all with anti bac the place anyway.  The staff definitely saved the stay for us.",Date of stay: March 2020,"<span class=""ui_bubble_rating bubble_40""></span>"
nice room..thats all,"We were here on a bus tour with Caledonian Travel. On arrival told to gather round desk then told details and cards handed out. Went to bar for happy hour drink til crowd used lifts. £6.50 for 1 lager and 1 wine ok but wine was awful. Room very good,big with nice views,huge comfy bed and old fashioned furniture. All looked clean.  Down to dinner - good soup,awful looking beef stew,cold roastish potatoes and mixed veg. Poor excuse for salad altghough cheescake was good if a but icy. Good sleep. Breakfast terrible--watered down orange juice,stale croissants,etc.Not good. Food next night worse--some kind of cream of veg soup, same potatoes and mixed veg, tried butter chicken which was ok but rice cold. Oh and a lovely looking apple pie----which was stone cold. Breakfast next day",Date of stay: March 2020,"<span class=""ui_bubble_rating bubble_20""></span>"
average hotel,stayed here during a business trip to london. some rooms were newly renovated but the others need refurbishing. staff was very helpful and accommodating. hotel is near the canary wharf underground and malls. wifi is free only in the hotel lobby.,Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Clean and tidy but in need of a refurbishment,Stayed here overnight in May 16.   Check in at peak time was a bit of a slow wait.  Hotel was clean and tidy but desperately in need of some refurbishment.   Room was quiet and breakfast was adequate.    For £90 in London though it's value for money!,Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Clean but in need of a refurb,"Despite a slow checkin the staff are very friendly and helpful  The hotel is showing a far few signs of age, particularly in the lift/bar area   However for its location and cleanliness of the actual rooms it's fine for the price paid which was very cheap for the area",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Dated,"This hotel is nicely located in the middle of Canary, which makes it good stop for business. However it's very dated , not the cheapest too, but hey that's London right. At checking please ask for room with windows, yes not all of rooms gave one. Otherwise you will not enjoy the views which are great specially from the upper floors overlooking the river.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
"Dated Hotel, But Great Location","My partner and I recently stayed for three nights at the Britannia International Hotel near Canary Wharf. We booked the hotel through National Holidays, so we travelled down via coach and arrived mid afternoon. Check in was smooth even though there was a coachful of passengers arriving at the same time. We were given keys to our room on the sixth floor, which had excellent views out to the east over South Dock and towards the O2 arena. Although the hotel is looking a little dated, especially from the outside compared to neighbouring buildings it was an excellent stay and the location is great too - only a few minutes walk from Heron Quay DLR and Canary Wharf tube station. The room was a good size, and the decor was tasteful with a firm, but very comfortable bed.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Decent Hotel for the price,Stayed for the night 28/05/16 and paid £150.00 for the room and breakfast. Compared to other hotels in this area this was considerably cheaper. I have to say that I was very happy with my experience staying at this hotel. We arrived at 10:30 am and was allowed to check in and was even upgraded to a room with a balcony. The room was clean and had everything we needed. The hotel itself was lovely and if id had more time I would have spent time in the pool as it looked a lovely area. We were going to stay here the week before which cost £70 inc breakfast...which I consider very cheap for what you get from this hotel. It was only more for when we went because it was bank holiday. But on a usual weekend I think that the £70.00 for a hotel and breakfast for two is a bargain for this,Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
"Disgusting Hotel, Shady Business","I stayed in this hotel for 4 nights, and the only positive things I can say about this hotel is its decent location and the relatively large size of the rooms (comparative to other hotels in London).  Unfortunately, everything else is negative.  First, do not be tricked by the photos on their website, or other hotel booking sites, because the photos are about 30 years old.  The carpet is falling apart, in rooms as well as in public spaces, and the wall paper is peeling everywhere.  Furniture is old and scuffed.  Rooms smell like old musk and and mold.  It looks like a hotel that once was in its prime 30 years ago and was never refurbished or cared for afterwards.  Everything was sticky and disgusting in the rooms.  Second, housekeeping is shady.  I had 2 instances where I had",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Don't stay there on a hot day!,"Stayed at the Britannia International Hotel for one night on a hot May day. I checked in around 3pm and went to the room which was boiling hot! The temperature according to the digital air condition display was 32 Degrees Celsius!! I had to go out straight away, so I set the temperature to 18 Degrees, put the air conditioning fan to 3 (highest) and left. Came back 7 hours later and the room temperature was exactly the same!  Contacted reception who said that air conditioning wasn't working! The window in the room is sealed and can't be opened!  Needless to say I didn't manage to get almost any sleep... probably the worst night in a hotel. Very disappointing.  The hotel is in need of a major refurbishment but the location is very good for Canary Wharf. Only few minutes walk away.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
Get what you pay for,It's just old interior no big deal the room was clean...bathroom was nice... Just didn't like that it's an extra charge for everything...if you want free wifi you have to hangout in the lobby..the gym is not free either...there are reviews about being robbed and having things stolen my advice is don't travel with fancy stuff or flash any fancy things...nothing happened to our stuff while we we're away we never asked for turn down service so we didn't have an issue. Other then that it wasn't a bad stay your are in business area so restaurants aren't that cheap and you have to to take the train to see the sights but it's only a few stops away so not a bad area.,Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Good but needs modernising...,"Nice hotel though in need of a lot of modernisation. Disappointed that free WiFi is limited to 20 minutes... In the modern age unlimited free wifi is the standard so Britannia should maybe look at that. Breakfast selection is very good and ate in the Indian restaurant where food was good with friendly staff. Room was very warm and air conditioning did little to cool it down.  All in all, stay was good but there could be some improvement and modernisation.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
"Great hotel, just slightly dated","The service here was excellent, and the rooms have great views with a fantastic tub. While it is a bummer paying for wifi they are still a better deal than most hotels in the area. The only downside is the shower is super difficult to get to a good temperature, and the facilities are old, but overall it was comfy and classic with good customer service.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
London may 2016.,"Great journey with national holidays,dropped us off in park lane for the afternoon,weather was great the whole three days,picked up and taken to the hotel late afternoon,quick check-in,room was large and great view,everything I needed in the room,dinner was buffet style with good selection of foods as was breakfast.good night's sleep then second day up early and after a good breakfast caught the tube into central London,did so much,rolling stones exhibition was brilliant and went to most of the landmarks,a really good value for money break,everything was perfect.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Nice Weekend,"The Hotel is dated and need of  a major refurbishment,Location is great just by The Canary Wharf Tube,Clean Rooms,Bed Good,Coffee and Tea Supplied ,Staff friendly.Breakfast Buffet of the usual bacon ,eggs ,beans,sausage,or choose continental  We visited the Indian Restaurant inside the Britannia and must say the food was excellent,and service brilliant.  Good weekend stay.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
No complaints.,"Stayed Friday to Monday in room 822 standard double. Room was great, bed very comfy, everything clean and tidy. Decor a little tired in places but nothing major. Bathroom good size with jacuzzi bath. Stunning views toward 02 from large windows. Plenty of storage, coffee and tea Making facilities, iron and ironing board, hair dryer and plenty of towels all present. Room cleaned and towels replaced daily. Common areas, bar, reception lounges etc all clean,tidy and comfortable, very spacious. Didn't use pool/health club but looked very good. Breakfast was good and plentiful being eat as much as you like buffet arrangement. Service at reception, bars and breakfast was faultless, very friendly and helpful at all times. Cleaning staff also very good and friendly alway making the",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
outdated,"the rooms are out dated, i had a small window that i could not open. everything is old and stuffy. the staff dont seem to be helpful at all. you need to PAY for WIFI in rooms.  location is convenient, many shopping malls, near by tube lines, situated in a business area.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
Overnight Stay After a Party,"Hotel was excellent. Comfortable and clean. Initially we were give a room without a Window. But during check in, we were upgraded to a room with a window, which was very nice. We paid for breakfast which was very good. All in all we stayed one night and were very pleased. We stayed in May-2016.",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Weekend in Canary Wharf,"Hotel dated,but lovely and clean.They gave us an upgrade with river view,Thank you again to the young man on reception.Very nice location,tube not far to any location in London,didn't have breakfast so can not comment.Would definitely stay again if we had the view again",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
Worst hotel in the UK,"Upon arrival at reception we were informed that we had been given a complimentary upgrade to a room with a window rather than one without (room 926).   When we returned in the evening however it was quite the opposite, the room stank of the smell of smoke despite asking for a non-smoking room. What was noticeably worse was the sounds of the nearby train station running until midnight, and starting again in the early hours of the morning. This resulted in my partner and I having very little sleep throughout the night, as the trains sounded like a low flying aircraft passing over every 20 minutes. I would also like to point out we were both wearing earplugs which did virtually nothing to dampen the noise.   I then spoke to reception about this in the morning upon check out. I",Date of stay: May 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
A truthful Review and Unbiased,"We visited here on Saturday the 20th May and left today we booked two rooms for 2 nights, We booked via Groupon as we were going to a trade show in Dalston. I was dubious to say the least but on arrival we were pleasantly surprised.  The room we were allocated was clean very spacious with 4 poster bed and dining table with 4 chairs and also a jacuzzi bath that worked well. Yes it had a 90's feel but was spotless and on the money, with an amazing view of Central London with the bonus of fireworks by Tower Bridge as a Brucie Bonus.The Only negative we have is the mattress, felt like it was from the 90's felt like i was hanging off the side of a cliff because the sidewall had collapsed, many years ago. Lovely stay good staff, don't  listen to the negatives",Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_40""></span>"
Amazing bedroom and view!,I was booked in by my business and to my surprise I got an amazing view. On entering the 'room' you go up a spiral staircase to a large room with dining table and shared balcony overlooking the Thames and the millennium dome!!  Television was rather a long way away from the bed and the fire alarm went off in the night for a short while.  Breakfast room was very busy - must have been a coach party but they opened up a new section of tables on request. Lots of choice.  Staff friendly and an ideal location for Canary Wharf.,Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_40""></span>"
Avoid this hotel at all costs.,"Unfriendly staff. No-one smiles. Hotel is old and dirty.  Manager refused to come out of their office to discuss a billing issue, in a cowardly manner. Breakfast is very poor and cheap food.  Avoid this hotel.   Stay at the Novotel opposite, or cross the river and stay at the beautiful Hilton Docklands.   Do not stay here",Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_10""></span>"
Awful and shameful: one of the worse hotel I have ever seen,"This is the worse hotel I have ever seen in London: poorly maintained, not really clean, room was clumsy, bathroom probably dated back 50 years but without any charm, bed was the worst I ever slept in, looked like a camping bed anyway, room was noisy as if the train or underground was going right through it, staff was obnoxious and unhelpful, I cannot find anything positive and I'm not a difficult customer. Of course it is outrageously priced, although it's London. This place is a shame it should be closed, full stop.",Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_10""></span>"
Basketball final at the O2,Hotel staff very accomodating and friendly.  Hotel and rooms a little dated could do with freshening up.  Breakfast ok plenty of choice.  Rooms extremely hot but spacious.  Good location plenty of restaurant's in walking distance.,Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_40""></span>"
"Beautiful hotel, good location and very friendly staffs....",We stayed in the hotel begining of May and we really enjoyed. We had a wonderful suite with beautiful view of Canary Wharf from balcony. All the restaurants were good especially Pizzeria and Spice. Bar staffs were nice and friendly and good veriety of drinks especially cocktail. All the staffs were very friendly and helpful. Easy access to local transport. The decor is old but we liked it as not many hotels had this type of decor now a days...,Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_50""></span>"
Better than you expect!,"Me and my friend came away for a girly overnight stay, we were looking for somewhere reasonably priced with a good location. I used to work for the chain so I know it's not your 4* hotel it's a 3* but it's basic and what you need for just one night. We didn't expect alot as it's cheap but people comment on the outdated look but personally I think this just adds character.  We booked a double standard room expecting it to be rubbish and small... but it's huge we ended up with an suite! Sofas, dining tables, huge bed and a panoramic view across all of one will and a jacuzzi bath! Did not expect that in our double room... we also got a free bottle of wine instead of2 glasses just because of our booking.  The bar offers Beaufort views of the river. If you don't mind a hotel nt being",Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_40""></span>"
Britannia International Hotel,"We stayed at this hotel on Friday 12/05 this is the 3rd time we have stayed at this hotel on the first occasion we got an up grade without asking and our room was lovely. We always book a late check out every time we get away, so our first stay started off great but come morning time we had house keep banging on our door all morning until we finally got up at 1:45. This time I didn't moan just left, Second time we booked a late check out again but this time we had a maid walk in 3 times as I tend to sleep with nothing on I had to say something as it's not right so the duty manager said he would upgrade us to a better room on our next stay which the hotel stood by even though the manager had left the company. They gave us a suit with a lovely view and I booked a late check out",Date of stay: May 2017,"<span class=""ui_bubble_rating bubble_20""></span>"
